year,season,fishery,area,t
1983,1,22,4,6334.3
1984,1,22,4,10876.4
1985,1,22,4,946.6
1986,1,22,4,3899
1987,1,22,4,12328
1988,1,22,4,3753.1
1989,1,22,4,1577.3
1990,1,22,4,737.9
1991,1,22,4,858.3
1992,1,22,4,67.4
1993,1,22,4,1705.9
1994,1,22,4,1181.3
1995,1,22,4,3044.1
1996,1,22,4,838.6
1997,1,22,4,1202.2
1998,1,22,4,8753.5
1999,1,22,4,9108
2000,1,22,4,4192.4
2001,1,22,4,9699.6
2002,1,22,4,11114.7
2003,1,22,4,3766.3
2004,1,22,4,203.5
2005,1,22,4,2370.3
2006,1,22,4,1958.7
2007,1,22,4,11874.3
2008,1,22,4,4353.8
2009,1,22,4,127.5
2010,1,22,4,2474.4
2011,1,22,4,3
2012,1,22,4,4284.9
2013,1,22,4,169.5
2014,1,22,4,853.6
2015,1,22,4,4315.8
2016,1,22,4,4225.9
2017,1,22,4,3883
2018,1,22,4,7112.9
2019,1,22,4,9107.6
2020,1,22,4,1138.5
2021,1,22,4,5251.5
1972,1,23,4,4.1907
1973,1,23,4,4.28263
1974,1,23,4,4.13921
1975,1,23,4,4.23481
1976,1,23,4,4.39119
1977,1,23,4,4.26791
1978,1,23,4,4.29392
1979,1,23,4,4.11351
1980,1,23,4,4.45871
1981,1,23,4,4.04457
1982,1,23,4,4.45277
1983,1,23,4,4.18497
1984,1,23,4,3.97463
1985,1,23,4,4.21761
1986,1,23,4,4.28475
1987,1,23,4,3.91664
1988,1,23,4,4.23534
1989,1,23,4,4.23022
1990,1,23,4,4.4698
1991,1,23,4,4.28312
1992,1,23,4,4.07908
1993,1,23,4,4.23226
1994,1,23,4,4.15743
1995,1,23,4,4.35372
1996,1,23,4,4.11835
1997,1,23,4,4.40059
1998,1,23,4,4.15022
1999,1,23,4,4.10225
2000,1,23,4,4.3601
2001,1,23,4,4.12767
2002,1,23,4,4.12821
2003,1,23,4,4.35876
2004,1,23,4,4.13945
2005,1,23,4,4.21414
2006,1,23,4,4.06801
2007,1,23,4,4.14389
2008,1,23,4,4.43614
2009,1,23,4,4.36527
2010,1,23,4,4.29588
2011,1,23,4,4.03934
2012,1,23,4,4.14737
2013,1,23,4,4.26837
2014,1,23,4,4.18441
2015,1,23,4,4.22624
2016,1,23,4,4.20144
2017,1,23,4,4.32577
2018,1,23,4,4.2278
2019,1,23,4,4.00063
2020,1,23,4,4.22816
2021,1,23,4,4.37731
1972,1,24,7,17665.9
1973,1,24,7,17421.2
1974,1,24,7,16659.2
1975,1,24,7,8448
1976,1,24,7,12813.4
1977,1,24,7,19653.3
1978,1,24,7,24776.1
1979,1,24,7,17156.2
1980,1,24,7,13964.9
1981,1,24,7,9793
1982,1,24,7,6652.6
1983,1,24,7,6058.6
1984,1,24,7,23806.4
1985,1,24,7,5009.5
1986,1,24,7,20257.7
1987,1,24,7,2569.4
1988,1,24,7,5014.2
1989,1,24,7,30364.4
1990,1,24,7,6677.4
1991,1,24,7,1791.3
1992,1,24,7,795.3
1993,1,24,7,1446.2
1994,1,24,7,4947.2
1995,1,24,7,7505.2
1996,1,24,7,1397.3
1997,1,24,7,2452.1
1998,1,24,7,528.4
1999,1,24,7,2178.6
2000,1,24,7,6306.5
2001,1,24,7,347
2002,1,24,7,107
2003,1,24,7,12290.2
2004,1,24,7,831
2005,1,24,7,7873.1
2006,1,24,7,3957
2007,1,24,7,143.9
2008,1,24,7,4554.5
2009,1,24,7,2869.6
2010,1,24,7,412.1
2011,1,24,7,6950.6
2012,1,24,7,1003.7
2013,1,24,7,5255.5
2014,1,24,7,2181.4
2015,1,24,7,2169.7
2016,1,24,7,1079.4
2017,1,24,7,474.7
2018,1,24,7,346.4
2019,1,24,7,181.1
2020,1,24,7,246
2021,1,24,7,415.9
1972,1,25,7,85.7
1973,1,25,7,250
1974,1,25,7,438.1
1975,1,25,7,320.1
1976,1,25,7,1115.2
1977,1,25,7,781.3
1978,1,25,7,1105.7
1979,1,25,7,1338
1980,1,25,7,1167.9
1981,1,25,7,5348.8
1982,1,25,7,13846
1983,1,25,7,8856.9
1984,1,25,7,22877.7
1985,1,25,7,13195.9
1986,1,25,7,27272.9
1987,1,25,7,25989.2
1988,1,25,7,39535.1
1989,1,25,7,19567.5
1990,1,25,7,33859.7
1991,1,25,7,34593.4
1992,1,25,7,20387.5
1993,1,25,7,31960.5
1994,1,25,7,50354.3
1995,1,25,7,40326.1
1996,1,25,7,50965.2
1997,1,25,7,31682
1998,1,25,7,33139.9
1999,1,25,7,44559.7
2000,1,25,7,31468.2
2001,1,25,7,27163.7
2002,1,25,7,76976.1
2003,1,25,7,57478.7
2004,1,25,7,86126.7
2005,1,25,7,57633.6
2006,1,25,7,86370.4
2007,1,25,7,108402
2008,1,25,7,133999
2009,1,25,7,81196.5
2010,1,25,7,46262.5
2011,1,25,7,96056.8
2012,1,25,7,70018.6
2013,1,25,7,113105
2014,1,25,7,99787.3
2015,1,25,7,45340
2016,1,25,7,28210.1
2017,1,25,7,62571.2
2018,1,25,7,95845.9
2019,1,25,7,62901
2020,1,25,7,16257.8
2021,1,25,7,98438.9
1972,1,26,7,0
1973,1,26,7,1
1974,1,26,7,3.9
1975,1,26,7,171.7
1976,1,26,7,0
1977,1,26,7,7.8
1978,1,26,7,340.5
1979,1,26,7,128.7
1980,1,26,7,788.6
1981,1,26,7,1232.3
1982,1,26,7,2177.2
1983,1,26,7,5054.4
1984,1,26,7,20194.6
1985,1,26,7,13327.4
1986,1,26,7,5765.1
1987,1,26,7,19474
1988,1,26,7,9266.7
1989,1,26,7,29071
1990,1,26,7,19436.7
1991,1,26,7,35181.4
1992,1,26,7,8960.8
1993,1,26,7,34126.3
1994,1,26,7,35874.4
1995,1,26,7,89555.1
1996,1,26,7,43516.4
1997,1,26,7,29902.5
1998,1,26,7,21235.2
1999,1,26,7,40157.5
2000,1,26,7,56871.8
2001,1,26,7,59188.6
2002,1,26,7,24130.1
2003,1,26,7,100395
2004,1,26,7,26005.2
2005,1,26,7,55388.5
2006,1,26,7,56664.8
2007,1,26,7,42970.8
2008,1,26,7,65222.9
2009,1,26,7,58558.3
2010,1,26,7,34951.1
2011,1,26,7,45952.2
2012,1,26,7,70414.6
2013,1,26,7,70249.3
2014,1,26,7,38985.4
2015,1,26,7,54252.7
2016,1,26,7,63502.4
2017,1,26,7,61433.7
2018,1,26,7,67877
2019,1,26,7,34910.1
2020,1,26,7,57149.1
2021,1,26,7,68241.5
1972,1,27,7,3.53704
1973,1,27,7,3.37857
1974,1,27,7,3.55731
1975,1,27,7,3.87866
1976,1,27,7,3.67785
1977,1,27,7,3.70748
1978,1,27,7,3.44698
1979,1,27,7,3.54874
1980,1,27,7,3.4937
1981,1,27,7,3.68809
1982,1,27,7,3.62099
1983,1,27,7,3.49319
1984,1,27,7,3.42485
1985,1,27,7,3.75777
1986,1,27,7,3.42043
1987,1,27,7,3.37825
1988,1,27,7,3.40672
1989,1,27,7,3.60313
1990,1,27,7,3.75523
1991,1,27,7,3.38917
1992,1,27,7,3.4956
1993,1,27,7,3.65193
1994,1,27,7,3.23608
1995,1,27,7,3.33112
1996,1,27,7,3.40215
1997,1,27,7,3.29248
1998,1,27,7,3.47801
1999,1,27,7,3.22035
2000,1,27,7,3.53332
2001,1,27,7,3.43731
2002,1,27,7,3.40961
2003,1,27,7,3.31463
2004,1,27,7,3.52917
2005,1,27,7,3.15076
2006,1,27,7,3.24426
2007,1,27,7,3.24399
2008,1,27,7,3.204
2009,1,27,7,3.4701
2010,1,27,7,3.02848
2011,1,27,7,3.13857
2012,1,27,7,3.41865
2013,1,27,7,3.12376
2014,1,27,7,3.14084
2015,1,27,7,3.30242
2016,1,27,7,3.30094
2017,1,27,7,3.41055
2018,1,27,7,2.99214
2019,1,27,7,3.12582
2020,1,27,7,3.49706
2021,1,27,7,2.99661
1972,1,28,8,209.7
1973,1,28,8,220.2
1974,1,28,8,153
1975,1,28,8,3621.7
1976,1,28,8,8467.9
1977,1,28,8,11302.2
1978,1,28,8,24232.7
1979,1,28,8,3713.5
1980,1,28,8,10194.3
1981,1,28,8,17404.8
1982,1,28,8,9274.7
1983,1,28,8,14090.4
1984,1,28,8,4280.1
1985,1,28,8,8882.6
1986,1,28,8,2530.7
1987,1,28,8,9991.2
1988,1,28,8,11774.1
1989,1,28,8,2943
1990,1,28,8,2841.6
1991,1,28,8,1706.5
1992,1,28,8,1767.3
1993,1,28,8,7398.3
1994,1,28,8,4426.9
1995,1,28,8,5764.4
1996,1,28,8,5206.1
1997,1,28,8,9878
1998,1,28,8,229.3
1999,1,28,8,1432.9
2000,1,28,8,1471.1
2001,1,28,8,1947.1
2002,1,28,8,189.3
2003,1,28,8,162.6
2004,1,28,8,6317.4
2005,1,28,8,1478.8
2006,1,28,8,3733.2
2007,1,28,8,106
2008,1,28,8,1716.5
2009,1,28,8,1245.5
2010,1,28,8,5250.5
2011,1,28,8,2423.8
2012,1,28,8,369.1
2013,1,28,8,786.6
2014,1,28,8,4952.4
2015,1,28,8,92.6
2016,1,28,8,321
2017,1,28,8,214.5
2018,1,28,8,11
2019,1,28,8,34.6
2020,1,28,8,2282.6
2021,1,28,8,482
1972,1,29,8,0
1973,1,29,8,0
1974,1,29,8,0
1975,1,29,8,0
1976,1,29,8,0
1977,1,29,8,0
1978,1,29,8,0
1979,1,29,8,0
1980,1,29,8,0
1981,1,29,8,0
1982,1,29,8,750.3
1983,1,29,8,3766.7
1984,1,29,8,5426.9
1985,1,29,8,464.9
1986,1,29,8,175.4
1987,1,29,8,120.5
1988,1,29,8,243.1
1989,1,29,8,102.9
1990,1,29,8,2909.6
1991,1,29,8,21.8
1992,1,29,8,6103.7
1993,1,29,8,11547.6
1994,1,29,8,11526.9
1995,1,29,8,4788.1
1996,1,29,8,3883.6
1997,1,29,8,12338.7
1998,1,29,8,34003.8
1999,1,29,8,10650.8
2000,1,29,8,18364
2001,1,29,8,8659.2
2002,1,29,8,42078.1
2003,1,29,8,438.4
2004,1,29,8,21119.2
2005,1,29,8,18374.4
2006,1,29,8,4795.1
2007,1,29,8,10308.3
2008,1,29,8,28777.3
2009,1,29,8,35302.8
2010,1,29,8,92212.3
2011,1,29,8,66623.7
2012,1,29,8,34625
2013,1,29,8,33047.9
2014,1,29,8,122093
2015,1,29,8,115573
2016,1,29,8,74532.1
2017,1,29,8,71177
2018,1,29,8,102287
2019,1,29,8,122189
2020,1,29,8,91954.8
2021,1,29,8,98502.4
1972,1,30,8,0
1973,1,30,8,0
1974,1,30,8,0
1975,1,30,8,0
1976,1,30,8,0
1977,1,30,8,0
1978,1,30,8,0
1979,1,30,8,0
1980,1,30,8,0
1981,1,30,8,0
1982,1,30,8,13.5
1983,1,30,8,271.3
1984,1,30,8,1465.1
1985,1,30,8,239.6
1986,1,30,8,1422.9
1987,1,30,8,975.9
1988,1,30,8,1900.2
1989,1,30,8,114.9
1990,1,30,8,5356.9
1991,1,30,8,207.2
1992,1,30,8,11731.7
1993,1,30,8,10179.1
1994,1,30,8,7466.9
1995,1,30,8,14907.4
1996,1,30,8,2201.9
1997,1,30,8,164.5
1998,1,30,8,3068.4
1999,1,30,8,135.9
2000,1,30,8,990.8
2001,1,30,8,2393.1
2002,1,30,8,15227.8
2003,1,30,8,260.7
2004,1,30,8,4284.6
2005,1,30,8,2167.4
2006,1,30,8,1079.9
2007,1,30,8,861
2008,1,30,8,3895.7
2009,1,30,8,2917.3
2010,1,30,8,20827.6
2011,1,30,8,1354.9
2012,1,30,8,27425.3
2013,1,30,8,2929.2
2014,1,30,8,42778.1
2015,1,30,8,78182.5
2016,1,30,8,32125.8
2017,1,30,8,7574.5
2018,1,30,8,10152.8
2019,1,30,8,54012.8
2020,1,30,8,39665.8
2021,1,30,8,4753.1
1972,1,31,8,3.86985
1973,1,31,8,3.92344
1974,1,31,8,3.70411
1975,1,31,8,4.18362
1976,1,31,8,3.96161
1977,1,31,8,3.95393
1978,1,31,8,3.6731
1979,1,31,8,3.66066
1980,1,31,8,4.01575
1981,1,31,8,3.75079
1982,1,31,8,3.86174
1983,1,31,8,3.81994
1984,1,31,8,3.59432
1985,1,31,8,3.96318
1986,1,31,8,3.98033
1987,1,31,8,3.73711
1988,1,31,8,3.79256
1989,1,31,8,3.87187
1990,1,31,8,4.17561
1991,1,31,8,3.78923
1992,1,31,8,3.81233
1993,1,31,8,3.89089
1994,1,31,8,3.76568
1995,1,31,8,3.6685
1996,1,31,8,3.75097
1997,1,31,8,3.77913
1998,1,31,8,3.87317
1999,1,31,8,3.35279
2000,1,31,8,3.92396
2001,1,31,8,3.95576
2002,1,31,8,3.74655
2003,1,31,8,3.72044
2004,1,31,8,3.75331
2005,1,31,8,3.52246
2006,1,31,8,3.65548
2007,1,31,8,3.77629
2008,1,31,8,3.67672
2009,1,31,8,3.91337
2010,1,31,8,3.65092
2011,1,31,8,3.53869
2012,1,31,8,3.94191
2013,1,31,8,3.46959
2014,1,31,8,3.55574
2015,1,31,8,3.55893
2016,1,31,8,3.51893
2017,1,31,8,3.69204
2018,1,31,8,3.64665
2019,1,31,8,3.46509
2020,1,31,8,3.50797
2021,1,31,8,3.81467
1972,1,32,1,3.75547e-07
1973,1,32,1,2.82441e-07
1974,1,32,1,3.61138e-07
1975,1,32,1,3.16296e-07
1976,1,32,1,4.03442e-07
1977,1,32,1,2.57619e-07
1978,1,32,1,2.90004e-07
1979,1,32,1,1.84365e-07
1980,1,32,1,1.94267e-07
1981,1,32,1,1.53442e-07
1982,1,32,1,1.63838e-07
1983,1,32,1,1.88237e-07
1984,1,32,1,2.65828e-07
1985,1,32,1,2.99945e-07
1986,1,32,1,2.77083e-07
1987,1,32,1,3.38825e-07
1988,1,32,1,3.46268e-07
1989,1,32,1,2.8101e-07
1990,1,32,1,2.56938e-07
1991,1,32,1,2.73725e-07
1992,1,32,1,2.78319e-07
1993,1,32,1,2.49416e-07
1994,1,32,1,2.38029e-07
1995,1,32,1,2.49172e-07
1996,1,32,1,3.10047e-07
1997,1,32,1,3.00572e-07
1998,1,32,1,2.67551e-07
1999,1,32,1,2.90781e-07
2000,1,32,1,2.73914e-07
2001,1,32,1,3.24492e-07
2002,1,32,1,3.34594e-07
2003,1,32,1,2.95356e-07
2004,1,32,1,3.18132e-07
2005,1,32,1,3.22679e-07
2006,1,32,1,3.37109e-07
2007,1,32,1,3.31807e-07
2008,1,32,1,2.32565e-07
2009,1,32,1,2.05033e-07
2010,1,32,1,1.75594e-07
2011,1,32,1,2.3133e-07
2012,1,32,1,2.21557e-07
2013,1,32,1,2.86233e-07
2014,1,32,1,1.80226e-07
2015,1,32,1,2.04416e-07
2016,1,32,1,1.64641e-07
2017,1,32,1,2.05386e-07
2018,1,32,1,2.83173e-07
2019,1,32,1,3.87236e-07
2020,1,32,1,1.87863e-07
2021,1,32,1,0
1972,1,33,2,2.96146e-06
1973,1,33,2,3.17742e-06
1974,1,33,2,5.23622e-06
1975,1,33,2,3.45395e-06
1976,1,33,2,3.0269e-06
1977,1,33,2,2.61915e-06
1978,1,33,2,3.75108e-06
1979,1,33,2,2.80505e-06
1980,1,33,2,2.74658e-06
1981,1,33,2,1.9661e-06
1982,1,33,2,2.15228e-06
1983,1,33,2,2.28315e-06
1984,1,33,2,3.26015e-06
1985,1,33,2,3.09869e-06
1986,1,33,2,3.37758e-06
1987,1,33,2,4.95715e-06
1988,1,33,2,5.56589e-06
1989,1,33,2,3.50671e-06
1990,1,33,2,2.70499e-06
1991,1,33,2,2.82418e-06
1992,1,33,2,4.35229e-06
1993,1,33,2,3.06788e-06
1994,1,33,2,3.25719e-06
1995,1,33,2,3.46814e-06
1996,1,33,2,3.43065e-06
1997,1,33,2,3.49857e-06
1998,1,33,2,3.69947e-06
1999,1,33,2,3.83294e-06
2000,1,33,2,3.33164e-06
2001,1,33,2,4.50621e-06
2002,1,33,2,3.29548e-06
2003,1,33,2,3.42252e-06
2004,1,33,2,2.87998e-06
2005,1,33,2,3.77063e-06
2006,1,33,2,3.82827e-06
2007,1,33,2,3.33533e-06
2008,1,33,2,2.53721e-06
2009,1,33,2,2.0543e-06
2010,1,33,2,2.81558e-06
2011,1,33,2,2.98815e-06
2012,1,33,2,2.98049e-06
2013,1,33,2,3.52121e-06
2014,1,33,2,1.95726e-06
2015,1,33,2,2.28017e-06
2016,1,33,2,2.04419e-06
2017,1,33,2,2.49257e-06
2018,1,33,2,3.31487e-06
2019,1,33,2,4.60968e-06
2020,1,33,2,3.02564e-06
2021,1,33,2,0
1972,1,34,3,9.01655e-07
1973,1,34,3,1.11891e-06
1974,1,34,3,1.34507e-06
1975,1,34,3,1.29114e-06
1976,1,34,3,1.17285e-06
1977,1,34,3,1.24782e-06
1978,1,34,3,1.36633e-06
1979,1,34,3,9.57596e-07
1980,1,34,3,8.22528e-07
1981,1,34,3,9.1372e-07
1982,1,34,3,9.12749e-07
1983,1,34,3,1.31987e-06
1984,1,34,3,1.46649e-06
1985,1,34,3,1.30804e-06
1986,1,34,3,1.74254e-06
1987,1,34,3,2.05328e-06
1988,1,34,3,1.76365e-06
1989,1,34,3,1.88784e-06
1990,1,34,3,1.46587e-06
1991,1,34,3,1.59467e-06
1992,1,34,3,1.49911e-06
1993,1,34,3,1.53995e-06
1994,1,34,3,1.55016e-06
1995,1,34,3,1.4812e-06
1996,1,34,3,1.3295e-06
1997,1,34,3,1.47511e-06
1998,1,34,3,1.36541e-06
1999,1,34,3,1.49929e-06
2000,1,34,3,1.40775e-06
2001,1,34,3,1.47125e-06
2002,1,34,3,1.41481e-06
2003,1,34,3,1.32821e-06
2004,1,34,3,1.36834e-06
2005,1,34,3,1.62466e-06
2006,1,34,3,1.63829e-06
2007,1,34,3,1.62876e-06
2008,1,34,3,1.32865e-06
2009,1,34,3,1.09346e-06
2010,1,34,3,1.23529e-06
2011,1,34,3,1.3473e-06
2012,1,34,3,1.52856e-06
2013,1,34,3,1.57138e-06
2014,1,34,3,1.10226e-06
2015,1,34,3,1.24411e-06
2016,1,34,3,1.17405e-06
2017,1,34,3,1.15007e-06
2018,1,34,3,1.53655e-06
2019,1,34,3,1.54854e-06
2020,1,34,3,1.11842e-06
2021,1,34,3,0
1972,1,35,4,6.61113e-06
1973,1,35,4,5.82971e-06
1974,1,35,4,7.91483e-06
1975,1,35,4,7.79575e-06
1976,1,35,4,5.42367e-06
1977,1,35,4,6.49905e-06
1978,1,35,4,6.34068e-06
1979,1,35,4,5.26542e-06
1980,1,35,4,5.28245e-06
1981,1,35,4,5.41013e-06
1982,1,35,4,4.74377e-06
1983,1,35,4,6.25936e-06
1984,1,35,4,7.03162e-06
1985,1,35,4,6.5226e-06
1986,1,35,4,6.89858e-06
1987,1,35,4,8.67594e-06
1988,1,35,4,9.23662e-06
1989,1,35,4,8.17523e-06
1990,1,35,4,6.79996e-06
1991,1,35,4,6.05941e-06
1992,1,35,4,8.19645e-06
1993,1,35,4,7.38106e-06
1994,1,35,4,7.89027e-06
1995,1,35,4,7.54473e-06
1996,1,35,4,7.13355e-06
1997,1,35,4,6.79394e-06
1998,1,35,4,7.13348e-06
1999,1,35,4,8.24262e-06
2000,1,35,4,7.14345e-06
2001,1,35,4,7.72794e-06
2002,1,35,4,7.3954e-06
2003,1,35,4,7.55616e-06
2004,1,35,4,7.13975e-06
2005,1,35,4,8.34553e-06
2006,1,35,4,8.71974e-06
2007,1,35,4,8.47689e-06
2008,1,35,4,7.04549e-06
2009,1,35,4,6.01675e-06
2010,1,35,4,7.12756e-06
2011,1,35,4,7.55833e-06
2012,1,35,4,8.34222e-06
2013,1,35,4,7.26369e-06
2014,1,35,4,6.01351e-06
2015,1,35,4,6.53195e-06
2016,1,35,4,6.50701e-06
2017,1,35,4,6.24789e-06
2018,1,35,4,8.58945e-06
2019,1,35,4,8.04156e-06
2020,1,35,4,6.3264e-06
2021,1,35,4,0
1972,1,36,5,0
1973,1,36,5,0
1974,1,36,5,0
1975,1,36,5,0
1976,1,36,5,0
1977,1,36,5,0
1978,1,36,5,0
1979,1,36,5,0
1980,1,36,5,0
1981,1,36,5,0
1982,1,36,5,0
1983,1,36,5,0
1984,1,36,5,0
1985,1,36,5,0
1986,1,36,5,0
1987,1,36,5,0
1988,1,36,5,0
1989,1,36,5,0
1990,1,36,5,0
1991,1,36,5,0
1992,1,36,5,0
1993,1,36,5,0
1994,1,36,5,0
1995,1,36,5,0
1996,1,36,5,0
1997,1,36,5,0
1998,1,36,5,0
1999,1,36,5,0
2000,1,36,5,0
2001,1,36,5,0
2002,1,36,5,0
2003,1,36,5,0
2004,1,36,5,0
2005,1,36,5,8.52738e-06
2006,1,36,5,8.64968e-06
2007,1,36,5,8.09798e-06
2008,1,36,5,7.97626e-06
2009,1,36,5,7.1417e-06
2010,1,36,5,7.54342e-06
2011,1,36,5,7.3641e-06
2012,1,36,5,6.1621e-06
2013,1,36,5,7.9697e-06
2014,1,36,5,7.42067e-06
2015,1,36,5,5.90141e-06
2016,1,36,5,6.23617e-06
2017,1,36,5,5.42049e-06
2018,1,36,5,5.12771e-06
2019,1,36,5,6.80428e-06
2020,1,36,5,3.03703e-06
2021,1,36,5,4.27093e-06
1972,1,37,6,4.45283e-06
1973,1,37,6,6.65312e-06
1974,1,37,6,5.02259e-06
1975,1,37,6,4.2167e-06
1976,1,37,6,4.36325e-06
1977,1,37,6,4.2356e-06
1978,1,37,6,5.12107e-06
1979,1,37,6,4.81287e-06
1980,1,37,6,6.85966e-06
1981,1,37,6,4.03281e-06
1982,1,37,6,4.69665e-06
1983,1,37,6,5.32584e-06
1984,1,37,6,6.05657e-06
1985,1,37,6,4.79113e-06
1986,1,37,6,7.02904e-06
1987,1,37,6,6.65618e-06
1988,1,37,6,8.1623e-06
1989,1,37,6,5.9922e-06
1990,1,37,6,5.45059e-06
1991,1,37,6,6.78243e-06
1992,1,37,6,6.76265e-06
1993,1,37,6,4.38846e-06
1994,1,37,6,6.55281e-06
1995,1,37,6,6.53383e-06
1996,1,37,6,6.70617e-06
1997,1,37,6,7.3298e-06
1998,1,37,6,6.87227e-06
1999,1,37,6,8.15447e-06
2000,1,37,6,7.26537e-06
2001,1,37,6,6.71409e-06
2002,1,37,6,7.38579e-06
2003,1,37,6,7.98857e-06
2004,1,37,6,6.04598e-06
2005,1,37,6,7.56305e-06
2006,1,37,6,8.70522e-06
2007,1,37,6,1.02688e-05
2008,1,37,6,1.09902e-05
2009,1,37,6,8.44389e-06
2010,1,37,6,1.0887e-05
2011,1,37,6,9.12466e-06
2012,1,37,6,6.9208e-06
2013,1,37,6,8.30636e-06
2014,1,37,6,8.51991e-06
2015,1,37,6,7.63081e-06
2016,1,37,6,8.58096e-06
2017,1,37,6,6.77416e-06
2018,1,37,6,9.47165e-06
2019,1,37,6,7.5506e-06
2020,1,37,6,5.05105e-06
2021,1,37,6,0
1972,1,38,7,0
1973,1,38,7,0
1974,1,38,7,0
1975,1,38,7,9.26942e-06
1976,1,38,7,9.15727e-06
1977,1,38,7,9.59675e-06
1978,1,38,7,1.34571e-05
1979,1,38,7,1.25769e-05
1980,1,38,7,1.25496e-05
1981,1,38,7,1.17927e-05
1982,1,38,7,1.14146e-05
1983,1,38,7,1.18451e-05
1984,1,38,7,1.38247e-05
1985,1,38,7,1.0793e-05
1986,1,38,7,1.21689e-05
1987,1,38,7,1.15499e-05
1988,1,38,7,1.41005e-05
1989,1,38,7,1.42973e-05
1990,1,38,7,1.20085e-05
1991,1,38,7,1.327e-05
1992,1,38,7,1.10918e-05
1993,1,38,7,1.11803e-05
1994,1,38,7,1.30739e-05
1995,1,38,7,1.35097e-05
1996,1,38,7,1.37073e-05
1997,1,38,7,1.55031e-05
1998,1,38,7,0
1999,1,38,7,0
2000,1,38,7,0
2001,1,38,7,0
2002,1,38,7,0
2003,1,38,7,0
2004,1,38,7,0
2005,1,38,7,0
2006,1,38,7,0
2007,1,38,7,0
2008,1,38,7,0
2009,1,38,7,0
2010,1,38,7,0
2011,1,38,7,0
2012,1,38,7,0
2013,1,38,7,0
2014,1,38,7,0
2015,1,38,7,0
2016,1,38,7,0
2017,1,38,7,0
2018,1,38,7,0
2019,1,38,7,0
2020,1,38,7,0
2021,1,38,7,0
1972,1,39,7,0
1973,1,39,7,0
1974,1,39,7,0
1975,1,39,7,0
1976,1,39,7,0
1977,1,39,7,0
1978,1,39,7,0
1979,1,39,7,0
1980,1,39,7,0
1981,1,39,7,0
1982,1,39,7,0
1983,1,39,7,0
1984,1,39,7,0
1985,1,39,7,0
1986,1,39,7,0
1987,1,39,7,0
1988,1,39,7,0
1989,1,39,7,0
1990,1,39,7,0
1991,1,39,7,0
1992,1,39,7,0
1993,1,39,7,0
1994,1,39,7,0
1995,1,39,7,0
1996,1,39,7,0
1997,1,39,7,0
1998,1,39,7,0
1999,1,39,7,0
2000,1,39,7,0
2001,1,39,7,0
2002,1,39,7,0
2003,1,39,7,0
2004,1,39,7,0
2005,1,39,7,0
2006,1,39,7,0
2007,1,39,7,0
2008,1,39,7,0
2009,1,39,7,0
2010,1,39,7,5.83932e-06
2011,1,39,7,6.25721e-06
2012,1,39,7,5.15653e-06
2013,1,39,7,6.1122e-06
2014,1,39,7,7.01104e-06
2015,1,39,7,7.23197e-06
2016,1,39,7,7.86497e-06
2017,1,39,7,5.57405e-06
2018,1,39,7,6.08827e-06
2019,1,39,7,6.86979e-06
2020,1,39,7,4.84386e-06
2021,1,39,7,4.4992e-06
1972,1,40,8,0
1973,1,40,8,0
1974,1,40,8,0
1975,1,40,8,0
1976,1,40,8,0
1977,1,40,8,0
1978,1,40,8,0
1979,1,40,8,0
1980,1,40,8,0
1981,1,40,8,0
1982,1,40,8,0
1983,1,40,8,0
1984,1,40,8,0
1985,1,40,8,0
1986,1,40,8,0
1987,1,40,8,0
1988,1,40,8,0
1989,1,40,8,0
1990,1,40,8,0
1991,1,40,8,0
1992,1,40,8,0
1993,1,40,8,0
1994,1,40,8,0
1995,1,40,8,0
1996,1,40,8,0
1997,1,40,8,0
1998,1,40,8,0
1999,1,40,8,0
2000,1,40,8,0
2001,1,40,8,0
2002,1,40,8,0
2003,1,40,8,0
2004,1,40,8,0
2005,1,40,8,0
2006,1,40,8,0
2007,1,40,8,0
2008,1,40,8,0
2009,1,40,8,0
2010,1,40,8,1.26411e-05
2011,1,40,8,1.07753e-05
2012,1,40,8,7.93259e-06
2013,1,40,8,1.10893e-05
2014,1,40,8,9.91748e-06
2015,1,40,8,1.04498e-05
2016,1,40,8,1.12826e-05
2017,1,40,8,8.53006e-06
2018,1,40,8,9.89099e-06
2019,1,40,8,8.94802e-06
2020,1,40,8,7.80136e-06
2021,1,40,8,7.90945e-06
1972,1,41,8,0
1973,1,41,8,0
1974,1,41,8,0
1975,1,41,8,0
1976,1,41,8,0
1977,1,41,8,0
1978,1,41,8,0
1979,1,41,8,0
1980,1,41,8,0
1981,1,41,8,0
1982,1,41,8,0
1983,1,41,8,0
1984,1,41,8,0
1985,1,41,8,0
1986,1,41,8,0
1987,1,41,8,0
1988,1,41,8,0
1989,1,41,8,0
1990,1,41,8,0
1991,1,41,8,0
1992,1,41,8,0
1993,1,41,8,0
1994,1,41,8,0
1995,1,41,8,0
1996,1,41,8,0
1997,1,41,8,0
1998,1,41,8,0
1999,1,41,8,0
2000,1,41,8,0
2001,1,41,8,0
2002,1,41,8,0
2003,1,41,8,0
2004,1,41,8,0
2005,1,41,8,0
2006,1,41,8,0
2007,1,41,8,0
2008,1,41,8,0
2009,1,41,8,0
2010,1,41,8,2.43395e-05
2011,1,41,8,3.11354e-05
2012,1,41,8,2.08628e-05
2013,1,41,8,2.84908e-05
2014,1,41,8,2.90624e-05
2015,1,41,8,2.57223e-05
2016,1,41,8,2.78236e-05
2017,1,41,8,2.39605e-05
